voc	Xcount	sequenceLength
Gamma	0	1274
Gamma	311	1274
Gamma	0	1274
Gamma	312	1274
Gamma	168	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	311	1274
Gamma	0	1274
Gamma	208	1274
Gamma	3	1274
Gamma	188	1274
Gamma	0	1274
Gamma	1	1274
Gamma	137	1274
Gamma	0	1274
Gamma	1	1274
Gamma	94	1274
Gamma	3	1274
Gamma	311	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	395	1274
Gamma	0	1274
Gamma	0	1274
Gamma	135	1274
Gamma	0	1274
Gamma	311	1274
Gamma	206	1274
Gamma	166	1274
Gamma	95	1274
Gamma	228	1274
Gamma	0	1274
Gamma	0	1274
Gamma	311	1274
Gamma	1	1274
Gamma	167	1274
Gamma	311	1274
Gamma	2	1274
Gamma	0	1274
Gamma	208	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	94	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	206	1274
Gamma	5	1274
Gamma	257	1274
Gamma	208	1274
Gamma	0	1274
Gamma	207	1274
Gamma	395	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	167	1274
Gamma	133	1274
Gamma	0	1274
Gamma	0	1274
Gamma	187	1274
Gamma	15	1274
Gamma	94	1274
Gamma	1	1274
Gamma	1	1274
Gamma	395	1274
Gamma	311	1274
Gamma	167	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	331	1274
Gamma	384	1274
Gamma	0	1274
Gamma	311	1274
Gamma	28	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	80	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	79	1274
Gamma	0	1274
Gamma	93	1274
Gamma	94	1274
Gamma	0	1274
Gamma	337	1274
Gamma	1	1274
Gamma	311	1274
Gamma	255	1274
Gamma	530	1274
Gamma	0	1274
Gamma	94	1274
Gamma	73	1274
Gamma	0	1274
Gamma	187	1274
Gamma	187	1274
Gamma	0	1274
Gamma	1	1274
Gamma	311	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	312	1274
Gamma	73	1274
Gamma	401	1274
Gamma	0	1274
Gamma	0	1274
Gamma	50	1274
Gamma	0	1274
Gamma	0	1274
Gamma	13	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1272
Gamma	0	1274
Gamma	217	1274
Gamma	0	1274
Gamma	23	1274
Gamma	0	1274
Gamma	0	1274
Gamma	74	1274
Gamma	6	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	190	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1274
Gamma	0	1274
Gamma	113	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	301	1274
Gamma	124	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	167	1274
Gamma	11	1274
Gamma	408	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	85	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	502	1274
Gamma	121	1274
Gamma	0	1274
Gamma	0	1274
Gamma	74	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	77	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	73	1274
Gamma	23	1274
Gamma	0	1274
Gamma	208	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	248	1274
Gamma	0	1274
Gamma	73	1274
Gamma	24	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	178	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	250	1274
Gamma	177	1274
Gamma	26	1274
Gamma	0	1274
Gamma	0	1274
Gamma	268	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	9	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	44	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	7	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	6	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	1	1274
Gamma	1	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	123	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	12	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	9	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	4	1274
Gamma	0	1274
Gamma	2	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	2	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	11	1274
Gamma	28	1274
Gamma	58	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	4	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	22	1274
Gamma	18	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	6	1274
Gamma	0	1274
Gamma	0	1274
Gamma	126	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	13	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	14	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	26	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	25	1274
Gamma	16	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	73	1274
Gamma	0	1274
Gamma	7	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	12	1274
Gamma	1	1274
Gamma	10	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	16	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	509	1274
Gamma	0	1274
Gamma	10	1274
Gamma	0	1274
Gamma	7	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1274
Gamma	0	1274
Gamma	8	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	14	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	6	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1272
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	70	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	515	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	71	1274
Gamma	0	1274
Gamma	76	1274
Gamma	309	1274
Gamma	0	1274
Gamma	0	1274
Gamma	21	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	26	1274
Gamma	73	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	20	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	26	1274
Gamma	16	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	38	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	14	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	74	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	10	1274
Gamma	0	1274
Gamma	11	1274
Gamma	11	1274
Gamma	11	1274
Gamma	11	1274
Gamma	132	1274
Gamma	22	1274
Gamma	11	1274
Gamma	23	1274
Gamma	30	1274
Gamma	19	1274
Gamma	11	1274
Gamma	11	1274
Gamma	11	1274
Gamma	31	1274
Gamma	0	1274
Gamma	0	1274
Gamma	441	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	15	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	29	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	8	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	62	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	14	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	7	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	17	1274
Gamma	1	1274
Gamma	0	1274
Gamma	12	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	1	1274
Gamma	0	1274
Gamma	8	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	8	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	4	1274
Gamma	0	1274
Gamma	0	1274
Gamma	7	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	80	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	291	1274
Gamma	0	1274
Gamma	167	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	3	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	13	1274
Gamma	33	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1272
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	16	1274
Gamma	65	1274
Gamma	37	1274
Gamma	0	1274
Gamma	0	1274
Gamma	167	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	2	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	54	1268
Gamma	0	1274
Gamma	0	1274
Gamma	385	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	36	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	11	1274
Gamma	0	1274
Gamma	84	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1272
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	11	1274
Gamma	132	1274
Gamma	365	1274
Gamma	23	1274
Gamma	164	1274
Gamma	133	1274
Gamma	0	1274
Gamma	73	1274
Gamma	1	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	358	1274
Gamma	0	1274
Gamma	0	1274
Gamma	609	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	5	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	6	1274
Gamma	0	1274
Gamma	4	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	0	1274
Gamma	73	1274
Gamma	74	1274
Gamma	74	1274
