voc	Xcount	sequenceLength
Delta	113	1272
Delta	85	1272
Delta	113	1272
Delta	35	1272
Delta	113	1272
Delta	113	1272
Delta	10	1272
Delta	10	1272
Delta	178	1272
Delta	21	1272
Delta	9	1272
Delta	85	1272
Delta	113	1272
Delta	0	1272
Delta	10	1272
Delta	0	1272
Delta	9	1272
Delta	112	1272
Delta	113	1272
Delta	113	1272
Delta	113	1272
Delta	85	1272
Delta	0	1272
Delta	9	1272
Delta	14	1272
Delta	85	1272
Delta	11	1272
Delta	25	1272
Delta	16	1272
Delta	12	1272
Delta	85	1272
Delta	10	1272
Delta	24	1272
Delta	113	1272
Delta	0	1272
Delta	113	1272
Delta	24	1272
Delta	141	1272
Delta	0	1272
Delta	23	1272
Delta	23	1272
Delta	141	1272
Delta	85	1272
Delta	24	1272
Delta	112	1272
Delta	13	1272
Delta	113	1272
Delta	85	1272
Delta	0	1273
Delta	15	1272
Delta	8	1272
Delta	9	1272
Delta	12	1272
Delta	83	1272
Delta	10	1272
Delta	0	1272
Delta	113	1272
Delta	3	1272
Delta	86	1272
Delta	9	1272
Delta	142	1272
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	160	1274
Delta	0	1272
Delta	0	1272
Delta	86	1272
Delta	3	1274
Delta	82	1272
Delta	3	1274
Delta	43	1272
Delta	38	1272
Delta	292	1274
Delta	61	1272
Delta	155	1274
Delta	61	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	77	1274
Delta	3	1274
Delta	62	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	101	1272
Delta	3	1274
Delta	3	1274
Delta	101	1274
Delta	79	1272
Delta	3	1274
Delta	0	1272
Delta	650	1274
Delta	440	1274
Delta	62	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	53	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	307	1274
Delta	62	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	5	1274
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	307	1274
Delta	62	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	146	1272
Delta	3	1274
Delta	3	1274
Delta	3	1274
Delta	3	1274
Delta	122	1274
Delta	0	1272
Delta	0	1272
Delta	4	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	330	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	122	1274
Delta	5	1274
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1274
Delta	3	1274
Delta	0	1272
Delta	328	1274
Delta	3	1274
Delta	25	1272
Delta	3	1274
Delta	134	1272
Delta	0	1272
Delta	0	1272
Delta	651	1274
Delta	78	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	16	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	305	1274
Delta	0	1272
Delta	3	1274
Delta	6	1274
Delta	0	1272
Delta	0	1272
Delta	54	1272
Delta	3	1274
Delta	0	1272
Delta	26	1274
Delta	12	1274
Delta	328	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	4	1274
Delta	3	1274
Delta	0	1272
Delta	3	1274
Delta	3	1274
Delta	323	1274
Delta	0	1272
Delta	18	1272
Delta	0	1272
Delta	3	1274
Delta	300	1274
Delta	3	1274
Delta	552	1274
Delta	0	1272
Delta	3	1274
Delta	4	1274
Delta	226	1274
Delta	3	1274
Delta	0	1272
Delta	67	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	110	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	63	1272
Delta	529	1274
Delta	3	1274
Delta	62	1272
Delta	3	1274
Delta	5	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	14	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	7	1274
Delta	300	1274
Delta	0	1272
Delta	52	1272
Delta	3	1274
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1270
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	144	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	76	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1272
Delta	0	1272
Delta	352	1272
Delta	0	1272
Delta	0	1272
Delta	0	1271
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	297	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	49	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	44	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	3	1272
Delta	0	1272
Delta	18	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	127	1272
Delta	0	1272
Delta	0	1272
Delta	17	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	40	1272
Delta	28	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	185	1274
Delta	0	1272
Delta	73	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	137	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	7	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	20	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	192	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	57	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	61	1272
Delta	26	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	19	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	4	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	37	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	6	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	73	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	55	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	143	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	73	1272
Delta	0	1272
Delta	256	1272
Delta	0	1272
Delta	269	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	211
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	73	1272
Delta	33	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	302	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	6	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	53	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	26	1272
Delta	0	1272
Delta	73	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	8	1272
Delta	0	1272
Delta	169	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	5	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	6	1274
Delta	6	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	439	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	7	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	0	1272
Delta	0	1272
Delta	420	1274
Delta	0	1272
Delta	0	1272
Delta	6	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	5	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	12	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	47	1272
Delta	73	1272
Delta	0	1272
Delta	0	1272
Delta	266	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	276	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	13	1272
Delta	0	1272
Delta	31	1274
Delta	0	1272
Delta	1	1272
Delta	104	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1269
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	18	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1270
Delta	0	1272
Delta	255	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	61	1272
Delta	40	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	45	1272
Delta	0	1272
Delta	17	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	5	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	283	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	5	1274
Delta	87	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	32	1272
Delta	0	1272
Delta	6	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	255	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	5	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	73	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	8	1272
Delta	31	1272
Delta	11	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	165	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	23	1272
Delta	0	1272
Delta	25	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	170	1274
Delta	1	1272
Delta	2	1270
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	802
Delta	0	1272
Delta	127	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	5	1272
Delta	0	1272
Delta	30	1272
Delta	67	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	52	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	53	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	45	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	128	1272
Delta	0	1272
Delta	0	1272
Delta	7	1272
Delta	0	1272
Delta	49	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	33	1272
Delta	72	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	105	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	92	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	49	1272
Delta	0	1272
Delta	0	1272
Delta	6	1272
Delta	0	1272
Delta	0	1272
Delta	79	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	7	1272
Delta	76	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	16	1272
Delta	0	1272
Delta	0	1272
Delta	25	1272
Delta	0	1272
Delta	0	1272
Delta	81	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	135	1272
Delta	1	1272
Delta	0	1272
Delta	16	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	81	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	192	1274
Delta	77	1274
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	53	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	57	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	109	1272
Delta	0	1272
Delta	0	1272
Delta	78	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	19	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	77	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	76	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	2	1272
Delta	0	1272
Delta	28	1272
Delta	0	1272
Delta	0	1272
Delta	5	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	3	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	42	1272
Delta	0	1272
Delta	76	1272
Delta	49	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	85	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	137	1272
Delta	104	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	14	1272
Delta	0	1272
Delta	64	1272
Delta	83	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	143	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	57	1272
Delta	0	1272
Delta	0	1272
Delta	49	1272
Delta	0	1272
Delta	1	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	27	1272
Delta	0	1272
Delta	0	1272
Delta	1	1272
Delta	10	1272
Delta	0	1272
Delta	0	1272
Delta	23	1272
Delta	81	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	149
Delta	0	1272
Delta	1	1272
Delta	2	1272
Delta	164	1274
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
Delta	0	1272
